#lambda	flux
2204.65	0.427472
2205.15	0.425865
2205.65	0.42519
2206.15	0.424186
2206.65	0.423036
2207.15	0.422417
2207.65	0.421716
2208.15	0.42145
2208.65	0.421468
2209.15	0.422241
2209.65	0.423095
2210.15	0.423204
2210.65	0.422402
2211.15	0.422364
2211.65	0.422781
2212.15	0.422615
2212.65	0.422711
2213.15	0.422533
2213.65	0.42248
2214.15	0.422777
2214.65	0.423119
2215.15	0.423769
2215.65	0.423794
2216.15	0.423985
2216.65	0.424117
2217.15	0.424462
2217.65	0.425615
2218.15	0.426324
2218.65	0.426648
2219.15	0.427207
2219.65	0.428633
2220.15	0.430067
2220.65	0.4298
2221.15	0.4288
2221.65	0.42909
2222.15	0.429797
2222.65	0.429423
2223.15	0.428773
2223.65	0.428274
2224.15	0.427263
2224.65	0.426221
2225.15	0.425538
2225.65	0.425038
2226.15	0.425095
2226.65	0.425418
2227.15	0.425204
2227.65	0.424339
2228.15	0.424748
2228.65	0.425085
2229.15	0.424802
2229.65	0.425361
2230.15	0.425359
2230.65	0.425521
2231.15	0.425187
2231.65	0.424176
2232.15	0.42395
2232.65	0.42377
2233.15	0.423559
2233.65	0.421696
2234.15	0.419571
2234.65	0.417191
2235.15	0.415314
2235.65	0.415524
2236.15	0.415252
2236.65	0.414479
2237.15	0.414793
2237.65	0.414776
2238.15	0.414423
2238.65	0.414273
2239.15	0.414602
2239.65	0.41571
2240.15	0.417482
2240.65	0.418617
2241.15	0.418738
2241.65	0.418847
2242.15	0.418973
2242.65	0.418896
2243.15	0.419093
2243.65	0.419673
2244.15	0.419545
2244.65	0.418793
2245.15	0.419232
2245.65	0.41993
2246.15	0.419574
2246.65	0.42021
2247.15	0.420491
2247.65	0.42122
2248.15	0.421772
2248.65	0.421304
2249.15	0.420767
2249.65	0.420747
2250.15	0.421906
2250.65	0.422239
2251.15	0.42108
2251.65	0.420078
2252.15	0.419195
2252.65	0.418027
2253.15	0.417601
2253.65	0.417612
2254.15	0.417074
2254.65	0.416922
2255.15	0.417846
2255.65	0.418633
2256.15	0.41896
2256.65	0.419643
2257.15	0.420774
2257.65	0.422422
2258.15	0.424386
2258.65	0.425841
2259.15	0.425864
2259.65	0.426176
2260.15	0.427599
2260.65	0.427338
2261.15	0.426823
2261.65	0.427862
2262.15	0.426979
2262.65	0.426877
2263.15	0.4282
2263.65	0.427945
2264.15	0.427455
2264.65	0.427173
2265.15	0.426606
2265.65	0.426095
2266.15	0.425992
2266.65	0.425741
2267.15	0.425345
2267.65	0.42582
2268.15	0.426551
2268.65	0.425668
2269.15	0.424222
2269.65	0.424479
2270.15	0.425428
2270.65	0.426142
2271.15	0.427095
2271.65	0.427506
2272.15	0.428052
2272.65	0.428436
2273.15	0.428386
2273.65	0.427233
2274.15	0.426316
2274.65	0.428133
2275.15	0.428316
2275.65	0.426886
2276.15	0.426451
2276.65	0.426687
2277.15	0.427087
2277.65	0.427657
2278.15	0.428244
2278.65	0.428536
2279.15	0.429358
2279.65	0.430618
2280.15	0.430997
2280.65	0.430913
2281.15	0.431708
2281.65	0.433415
2282.15	0.435285
2282.65	0.43658
2283.15	0.437332
2283.65	0.438061
2284.15	0.439319
2284.65	0.439852
2285.16	0.440394
2285.66	0.441409
2286.16	0.441667
2286.66	0.442418
2287.16	0.442334
2287.66	0.440691
2288.16	0.439499
2288.66	0.439708
2289.16	0.440343
2289.66	0.440611
2290.16	0.440565
2290.66	0.440571
2291.16	0.44095
2291.66	0.441607
2292.16	0.442018
2292.66	0.44176
2293.16	0.44221
2293.66	0.443366
2294.16	0.442526
2294.66	0.440779
2295.16	0.439524
2295.66	0.438332
2296.16	0.438595
2296.66	0.438788
2297.16	0.437699
2297.66	0.436943
2298.16	0.436726
2298.66	0.436102
2299.16	0.435946
2299.66	0.437333
2300.16	0.439132
2300.66	0.439996
2301.16	0.440477
2301.66	0.441264
2302.16	0.44163
2302.66	0.4428
2303.16	0.444543
2303.66	0.445859
2304.16	0.447412
2304.66	0.449022
2305.16	0.448529
2305.66	0.447857
2306.16	0.448097
2306.66	0.448684
2307.16	0.449403
2307.66	0.450042
2308.16	0.4496
2308.66	0.448399
2309.16	0.447979
2309.66	0.447705
2310.16	0.447396
2310.66	0.447543
2311.16	0.448101
2311.66	0.447978
2312.16	0.447543
2312.66	0.447408
2313.16	0.447697
2313.66	0.448136
2314.16	0.448875
2314.66	0.449987
2315.16	0.450836
2315.66	0.45176
2316.16	0.4533
2316.66	0.454915
2317.16	0.455701
2317.66	0.455774
2318.16	0.456367
2318.66	0.456786
2319.16	0.456761
2319.66	0.456793
2320.16	0.457242
2320.66	0.456803
2321.16	0.456304
2321.66	0.455494
2322.16	0.454209
2322.66	0.453534
2323.16	0.454641
2323.66	0.456556
2324.16	0.457902
2324.66	0.459087
2325.16	0.460585
2325.66	0.461773
2326.16	0.463009
2326.66	0.463827
2327.16	0.463323
2327.66	0.462703
2328.16	0.462432
2328.66	0.461572
2329.16	0.459896
2329.66	0.458125
2330.16	0.456732
2330.66	0.454784
2331.16	0.452528
2331.66	0.450829
2332.16	0.449216
2332.66	0.447961
2333.16	0.448491
2333.66	0.448425
2334.16	0.447404
2334.66	0.447217
2335.16	0.446348
2335.66	0.445754
2336.16	0.445003
2336.66	0.444319
2337.16	0.444262
2337.66	0.444004
2338.16	0.443817
2338.66	0.443397
2339.16	0.442362
2339.66	0.441829
2340.16	0.441912
2340.66	0.441937
2341.16	0.442579
2341.66	0.441807
2342.16	0.441146
2342.66	0.441287
2343.16	0.440134
2343.66	0.439183
2344.16	0.438572
2344.66	0.437827
2345.16	0.437724
2345.66	0.437948
2346.16	0.437421
2346.66	0.43627
2347.16	0.435148
2347.66	0.435059
2348.16	0.435746
2348.66	0.435114
2349.16	0.435522
2349.66	0.43546
2350.16	0.434883
2350.66	0.435534
2351.16	0.435837
2351.66	0.43524
2352.16	0.434847
2352.66	0.434871
2353.16	0.434695
2353.66	0.434118
2354.16	0.433551
2354.66	0.433329
2355.16	0.43225
2355.66	0.431339
2356.16	0.431431
2356.66	0.430584
2357.16	0.429881
2357.66	0.429613
2358.16	0.429165
2358.66	0.428885
2359.16	0.429065
2359.66	0.429075
2360.16	0.428472
2360.66	0.427909
2361.16	0.428218
2361.66	0.428649
2362.16	0.428447
2362.66	0.428358
2363.16	0.427649
2363.66	0.427184
2364.16	0.426697
2364.66	0.425851
2365.16	0.425359
2365.66	0.425282
2366.16	0.425034
2366.67	0.424958
2367.17	0.424329
2367.67	0.42284
2368.17	0.421011
2368.67	0.419335
2369.17	0.418834
2369.67	0.41875
2370.17	0.419093
2370.67	0.419615
2371.17	0.419739
2371.67	0.419597
2372.17	0.419215
2372.67	0.418427
2373.17	0.418724
2373.67	0.420063
2374.17	0.421407
2374.67	0.422728
2375.17	0.423488
2375.67	0.423892
2376.17	0.423858
2376.67	0.42325
2377.17	0.422656
2377.67	0.422651
2378.17	0.423007
2378.67	0.423349
2379.17	0.423421
2379.67	0.42312
2380.17	0.423224
2380.67	0.423422
2381.17	0.423291
2381.67	0.423146
2382.17	0.423266
2382.67	0.424326
2383.17	0.425991
2383.67	0.426547
2384.17	0.426255
2384.67	0.426185
2385.17	0.425472
2385.67	0.425348
2386.17	0.426215
2386.67	0.426745
2387.17	0.427067
2387.67	0.42758
2388.17	0.428086
2388.67	0.428132
2389.17	0.427666
2389.67	0.427587
2390.17	0.428501
2390.67	0.430221
2391.17	0.431575
2391.67	0.431863
2392.17	0.4318
2392.67	0.432004
2393.17	0.43194
2393.67	0.431093
2394.17	0.429959
2394.67	0.429322
2395.17	0.429068
2395.67	0.428788
2396.17	0.427966
2396.67	0.426978
2397.17	0.426544
2397.67	0.426539
2398.17	0.425819
2398.67	0.424749
2399.17	0.424868
2399.67	0.426555
2400.17	0.428465
2400.67	0.42921
2401.17	0.428837
2401.67	0.428429
2402.17	0.428316
2402.67	0.428239
2403.17	0.428666
2403.67	0.429315
2404.17	0.42998
2404.67	0.430579
2405.17	0.430493
2405.67	0.429515
2406.17	0.428343
2406.67	0.42796
2407.17	0.427777
2407.67	0.427761
2408.17	0.428173
2408.67	0.428575
2409.17	0.428428
2409.67	0.427982
2410.17	0.428064
2410.67	0.428999
2411.17	0.430244
2411.67	0.431685
2412.17	0.433296
2412.67	0.434496
2413.17	0.435845
2413.67	0.437418
2414.17	0.438661
2414.67	0.439718
2415.17	0.441032
2415.67	0.442304
2416.17	0.443422
2416.67	0.444235
2417.17	0.444641
2417.67	0.444931
2418.17	0.444703
2418.67	0.444646
2419.17	0.444697
2419.67	0.444285
2420.17	0.444168
2420.67	0.445238
2421.17	0.445455
2421.67	0.444996
2422.17	0.444572
2422.67	0.44419
2423.17	0.44353
2423.67	0.442663
2424.17	0.442221
2424.67	0.442338
2425.17	0.442526
2425.67	0.442885
2426.17	0.442909
2426.67	0.442034
2427.17	0.441792
2427.67	0.442571
2428.17	0.442818
2428.67	0.441985
2429.17	0.441371
2429.67	0.441503
2430.17	0.440908
2430.67	0.440233
2431.17	0.439664
2431.67	0.438436
2432.17	0.437799
2432.67	0.437143
2433.17	0.436123
2433.67	0.434865
2434.17	0.43356
2434.67	0.433175
2435.17	0.434328
2435.67	0.435143
2436.17	0.435824
2436.67	0.435592
2437.17	0.435018
2437.67	0.435349
2438.17	0.436382
2438.67	0.437479
2439.17	0.438527
2439.67	0.439368
2440.17	0.439532
2440.67	0.439874
2441.17	0.439539
2441.67	0.438511
2442.17	0.437489
2442.67	0.437081
2443.17	0.437288
2443.67	0.437176
2444.17	0.435807
2444.67	0.433702
2445.17	0.432962
2445.67	0.433057
2446.17	0.433134
2446.67	0.433179
2447.17	0.433131
2447.67	0.433111
2448.18	0.433547
2448.68	0.434419
2449.18	0.433998
2449.68	0.432888
2450.18	0.432687
2450.68	0.433313
2451.18	0.433561
2451.68	0.433248
2452.18	0.432953
2452.68	0.432617
2453.18	0.431655
2453.68	0.430706
2454.18	0.430067
2454.68	0.42948
2455.18	0.429902
2455.68	0.43079
2456.18	0.431331
2456.68	0.431366
2457.18	0.430461
2457.68	0.428992
2458.18	0.428025
2458.68	0.427753
2459.18	0.427999
2459.68	0.42853
2460.18	0.429246
2460.68	0.429687
2461.18	0.429392
2461.68	0.429154
2462.18	0.430223
2462.68	0.431145
2463.18	0.432164
2463.68	0.433197
2464.18	0.433663
2464.68	0.43381
2465.18	0.434192
2465.68	0.434899
2466.18	0.435289
2466.68	0.434536
2467.18	0.433404
2467.68	0.43193
2468.18	0.430008
2468.68	0.428246
2469.18	0.427331
2469.68	0.427463
2470.18	0.428171
2470.68	0.428774
2471.18	0.429306
2471.68	0.429148
2472.18	0.428253
2472.68	0.427761
2473.18	0.428197
2473.68	0.429306
2474.18	0.431183
2474.68	0.433205
2475.18	0.433916
2475.68	0.433025
2476.18	0.432493
2476.68	0.432838
2477.18	0.4332
2477.68	0.433205
2478.18	0.433179
2478.68	0.43335
2479.18	0.433833
2479.68	0.434571
2480.18	0.434644
2480.68	0.433254
2481.18	0.43168
2481.68	0.431567
2482.18	0.432188
2482.68	0.431617
2483.18	0.431356
2483.68	0.430994
2484.18	0.430397
2484.68	0.430326
2485.18	0.430011
2485.68	0.428798
2486.18	0.427995
2486.68	0.428207
2487.18	0.429303
2487.68	0.429246
2488.18	0.428488
2488.68	0.428089
2489.18	0.427628
2489.68	0.426822
2490.18	0.426606
2490.68	0.427591
2491.18	0.428243
2491.68	0.428677
2492.18	0.428734
2492.68	0.428315
2493.18	0.42824
2493.68	0.429271
2494.18	0.431362
2494.68	0.433268
2495.18	0.43424
2495.68	0.433875
2496.18	0.43297
2496.68	0.43202
2497.18	0.431019
2497.68	0.430272
2498.18	0.429953
2498.68	0.430173
2499.18	0.430186
2499.68	0.429346
2500.18	0.427734
2500.68	0.4256
2501.18	0.423386
2501.68	0.421888
2502.18	0.421727
2502.68	0.42211
2503.18	0.422508
2503.68	0.422427
2504.18	0.421974
2504.68	0.421476
2505.18	0.421055
2505.68	0.421228
2506.18	0.421666
2506.68	0.42155
2507.18	0.421156
2507.68	0.420698
2508.18	0.420196
2508.68	0.419955
2509.18	0.420086
2509.68	0.419447
2510.18	0.419138
2510.68	0.419147
2511.18	0.418806
2511.68	0.418003
2512.18	0.417251
2512.68	0.417287
2513.18	0.417727
2513.68	0.418274
2514.18	0.418905
2514.68	0.418885
2515.18	0.418311
2515.68	0.418027
2516.18	0.418212
2516.68	0.418041
2517.18	0.41738
2517.68	0.417424
2518.18	0.417841
2518.68	0.417394
2519.18	0.416878
2519.68	0.417351
2520.18	0.418086
2520.68	0.418508
2521.18	0.41949
2521.68	0.419907
2522.18	0.419805
2522.68	0.419625
2523.18	0.419186
2523.68	0.418642
2524.18	0.418277
2524.68	0.4183
2525.18	0.418653
2525.68	0.418267
2526.18	0.417108
2526.68	0.416202
2527.18	0.416033
2527.68	0.415851
2528.18	0.415
2528.68	0.414855
2529.18	0.415816
2529.69	0.4168
2530.19	0.417116
2530.69	0.416789
2531.19	0.416027
2531.69	0.415164
2532.19	0.415831
2532.69	0.417161
2533.19	0.417489
2533.69	0.416739
2534.19	0.415961
2534.69	0.416345
2535.19	0.41577
2535.69	0.414433
2536.19	0.41375
2536.69	0.413753
2537.19	0.414019
2537.69	0.414138
2538.19	0.413883
2538.69	0.412694
2539.19	0.411679
2539.69	0.411501
2540.19	0.411918
2540.69	0.412338
2541.19	0.412358
2541.69	0.412899
2542.19	0.413841
2542.69	0.414424
2543.19	0.414813
2543.69	0.415083
2544.19	0.415066
2544.69	0.414831
2545.19	0.414696
2545.69	0.414878
2546.19	0.414894
2546.69	0.414664
2547.19	0.414495
2547.69	0.41415
2548.19	0.413197
2548.69	0.412725
2549.19	0.412177
2549.69	0.410935
2550.19	0.410102
2550.69	0.410374
2551.19	0.411133
2551.69	0.411166
2552.19	0.410624
2552.69	0.40986
2553.19	0.409042
2553.69	0.407847
2554.19	0.406698
2554.69	0.406103
2555.19	0.404709
2555.69	0.403762
2556.19	0.404445
2556.69	0.404682
2557.19	0.403085
2557.69	0.400757
2558.19	0.399638
2558.69	0.399856
2559.19	0.400293
2559.69	0.400531
2560.19	0.401411
2560.69	0.40268
2561.19	0.403319
2561.69	0.403344
2562.19	0.403424
2562.69	0.402348
2563.19	0.401109
2563.69	0.401163
2564.19	0.401827
2564.69	0.401837
2565.19	0.401131
2565.69	0.401035
2566.19	0.400928
2566.69	0.399952
2567.19	0.398546
2567.69	0.397694
2568.19	0.398188
2568.69	0.39873
2569.19	0.399257
2569.69	0.399497
2570.19	0.399138
2570.69	0.398647
2571.19	0.398275
2571.69	0.397649
2572.19	0.396967
2572.69	0.39661
2573.19	0.396698
2573.69	0.396587
2574.19	0.39545
2574.69	0.393446
2575.19	0.392306
2575.69	0.391655
2576.19	0.391428
2576.69	0.391875
2577.19	0.39244
2577.69	0.392635
2578.19	0.392335
2578.69	0.391542
2579.19	0.391
2579.69	0.390968
2580.19	0.391447
2580.69	0.392621
2581.19	0.394143
2581.69	0.394243
2582.19	0.393492
2582.69	0.392852
2583.19	0.392365
2583.69	0.391988
2584.19	0.391461
2584.69	0.391364
2585.19	0.391377
2585.69	0.39102
2586.19	0.390351
2586.69	0.389455
2587.19	0.388453
2587.69	0.387527
2588.19	0.387561
2588.69	0.388087
2589.19	0.388185
2589.69	0.387794
2590.19	0.387369
2590.69	0.387723
2591.19	0.387436
2591.69	0.38645
2592.19	0.385603
2592.69	0.384827
2593.19	0.384143
2593.69	0.384097
2594.19	0.383929
2594.69	0.383668
2595.19	0.383833
2595.69	0.384297
2596.19	0.384764
2596.69	0.384866
2597.19	0.384006
2597.69	0.383945
2598.19	0.384957
2598.69	0.385841
2599.19	0.386461
2599.69	0.38735
2600.19	0.387279
2600.69	0.386808
2601.19	0.386879
2601.69	0.387185
2602.19	0.38749
2602.69	0.387787
2603.19	0.388296
2603.69	0.389451
2604.19	0.389798
2604.69	0.389053
2605.19	0.388532
2605.69	0.388767
2606.19	0.389096
2606.69	0.389465
2607.19	0.389781
2607.69	0.389984
2608.19	0.390118
2608.69	0.389734
2609.19	0.388675
2609.69	0.387916
2610.19	0.387497
2610.69	0.387247
2611.19	0.387451
2611.7	0.388072
2612.2	0.389018
2612.7	0.389773
2613.2	0.389898
2613.7	0.389885
2614.2	0.390188
2614.7	0.390347
2615.2	0.390318
2615.7	0.390428
2616.2	0.390617
2616.7	0.390796
2617.2	0.391142
2617.7	0.392035
2618.2	0.393189
2618.7	0.393087
2619.2	0.391967
2619.7	0.39147
2620.2	0.392153
2620.7	0.392518
2621.2	0.391194
2621.7	0.389762
2622.2	0.389687
2622.7	0.390387
2623.2	0.390682
2623.7	0.390222
2624.2	0.389585
2624.7	0.388816
2625.2	0.388702
2625.7	0.389773
2626.2	0.390942
2626.7	0.390216
2627.2	0.38887
2627.7	0.388697
2628.2	0.389284
2628.7	0.389668
2629.2	0.389118
2629.7	0.387911
2630.2	0.386949
2630.7	0.386437
2631.2	0.385849
2631.7	0.384612
2632.2	0.382484
2632.7	0.380038
2633.2	0.379027
2633.7	0.379339
2634.2	0.379477
2634.7	0.378785
2635.2	0.378009
2635.7	0.378119
2636.2	0.378584
2636.7	0.378857
2637.2	0.378922
2637.7	0.378729
2638.2	0.37839
2638.7	0.377996
2639.2	0.377543
2639.7	0.377154
2640.2	0.376982
2640.7	0.376978
2641.2	0.37601
2641.7	0.374388
2642.2	0.373021
2642.7	0.372082
2643.2	0.371625
2643.7	0.371425
2644.2	0.371298
2644.7	0.371321
2645.2	0.371447
2645.7	0.371566
2646.2	0.371661
2646.7	0.371399
2647.2	0.370293
2647.7	0.369743
2648.2	0.370399
2648.7	0.371212
2649.2	0.371508
2649.7	0.371008
2650.2	0.369406
2650.7	0.367342
2651.2	0.365659
2651.7	0.364531
2652.2	0.364144
2652.7	0.363987
2653.2	0.363413
2653.7	0.362894
2654.2	0.362898
2654.7	0.362633
2655.2	0.36242
2655.7	0.36242
2656.2	0.362394
2656.7	0.362659
2657.2	0.363403
2657.7	0.364165
2658.2	0.364805
2658.7	0.365308
2659.2	0.365854
2659.7	0.366656
2660.2	0.367049
2660.7	0.367057
2661.2	0.367586
2661.7	0.368421
2662.2	0.368874
2662.7	0.368889
2663.2	0.369227
2663.7	0.370237
2664.2	0.371181
2664.7	0.371706
2665.2	0.37209
2665.7	0.372491
2666.2	0.372398
2666.7	0.373195
2667.2	0.374756
2667.7	0.375219
2668.2	0.374226
2668.7	0.373119
2669.2	0.372858
2669.7	0.373102
2670.2	0.373294
2670.7	0.372943
2671.2	0.371337
2671.7	0.370323
2672.2	0.370214
2672.7	0.369612
2673.2	0.368285
2673.7	0.366426
2674.2	0.364964
2674.7	0.364923
2675.2	0.365241
2675.7	0.364566
2676.2	0.363273
2676.7	0.362499
2677.2	0.362996
2677.7	0.364223
2678.2	0.364704
2678.7	0.363399
2679.2	0.362229
2679.7	0.363038
2680.2	0.363429
2680.7	0.362647
2681.2	0.362559
2681.7	0.363258
2682.2	0.364362
2682.7	0.36602
2683.2	0.367974
2683.7	0.369353
2684.2	0.368881
2684.7	0.368124
2685.2	0.369062
2685.7	0.370411
2686.2	0.370715
2686.7	0.370368
2687.2	0.372563
2687.7	0.375212
2688.2	0.375968
2688.7	0.375908
2689.2	0.37525
2689.7	0.373989
2690.2	0.371904
2690.7	0.370129
2691.2	0.369912
2691.7	0.371096
2692.2	0.372307
2692.7	0.372637
2693.21	0.372306
2693.71	0.371652
2694.21	0.371143
2694.71	0.37166
2695.21	0.37183
2695.71	0.371308
2696.21	0.371008
2696.71	0.370808
2697.21	0.370552
2697.71	0.371307
2698.21	0.371723
2698.71	0.370837
2699.21	0.369985
2699.71	0.370039
2700.21	0.371307
2700.71	0.372081
2701.21	0.371347
2701.71	0.370267
2702.21	0.370419
2702.71	0.371083
2703.21	0.371001
2703.71	0.371167
2704.21	0.372028
2704.71	0.372453
2705.21	0.372508
2705.71	0.373038
2706.21	0.373581
2706.71	0.37358
2707.21	0.37324
2707.71	0.372796
2708.21	0.372638
2708.71	0.372515
2709.21	0.372289
2709.71	0.372642
2710.21	0.374113
2710.71	0.375233
2711.21	0.375682
2711.71	0.37636
2712.21	0.377001
2712.71	0.376448
2713.21	0.375893
2713.71	0.375756
2714.21	0.375247
2714.71	0.375038
2715.21	0.375902
2715.71	0.377443
2716.21	0.378629
2716.71	0.379078
2717.21	0.378891
2717.71	0.378416
2718.21	0.377665
2718.71	0.376772
2719.21	0.376131
2719.71	0.375924
2720.21	0.376106
2720.71	0.377593
2721.21	0.3799
2721.71	0.381545
2722.21	0.38218
2722.71	0.382003
2723.21	0.381358
2723.71	0.381002
2724.21	0.381599
2724.71	0.38318
2725.21	0.385464
2725.71	0.387836
2726.21	0.390071
2726.71	0.392174
2727.21	0.393821
2727.71	0.394254
2728.21	0.394213
2728.71	0.394123
2729.21	0.393504
2729.71	0.392835
2730.21	0.393834
2730.71	0.395413
2731.21	0.395703
2731.71	0.39491
2732.21	0.393396
2732.71	0.392666
2733.21	0.392733
2733.71	0.392272
2734.21	0.391221
2734.71	0.390634
2735.21	0.390324
2735.71	0.389894
2736.21	0.390295
2736.71	0.391783
2737.21	0.392539
2737.71	0.392079
2738.21	0.392116
2738.71	0.392995
2739.21	0.393848
2739.71	0.393944
2740.21	0.394294
2740.71	0.395414
2741.21	0.396358
2741.71	0.396657
2742.21	0.397056
2742.71	0.398093
2743.21	0.398794
2743.71	0.398949
2744.21	0.399657
2744.71	0.400511
2745.21	0.400574
2745.71	0.400471
2746.21	0.400962
2746.71	0.402097
2747.21	0.402928
2747.71	0.403513
2748.21	0.40436
2748.71	0.405197
2749.21	0.406059
2749.71	0.407684
2750.21	0.410235
2750.71	0.410379
2751.21	0.410814
2751.71	0.411489
2752.21	0.412202
2752.71	0.412753
2753.21	0.413147
2753.71	0.413428
2754.21	0.413751
2754.71	0.414206
2755.21	0.41446
2755.71	0.414614
2756.21	0.414713
2756.71	0.414723
2757.21	0.414867
2757.71	0.415264
2758.21	0.415703
2758.71	0.416139
2759.21	0.41639
2759.71	0.416506
2760.21	0.41678
2760.71	0.417221
2761.21	0.417725
2761.71	0.418165
2762.21	0.418436
2762.71	0.418625
2763.21	0.418836
2763.71	0.419208
2764.21	0.419784
2764.71	0.420499
2765.21	0.42144
2765.71	0.422462
2766.21	0.423528
2766.71	0.424579
2767.21	0.425477
2767.71	0.426191
2768.21	0.426843
2768.71	0.427674
2769.21	0.428831
2769.71	0.430031
2770.21	0.431191
2770.71	0.432386
2771.21	0.433633
2771.71	0.435223
2772.21	0.436873
2772.71	0.438384
2773.21	0.439962
2773.71	0.441798
2774.21	0.443994
2774.72	0.446211
2775.22	0.448169
2775.72	0.449888
2776.22	0.451623
2776.72	0.453725
2777.22	0.4561
2777.72	0.458757
2778.22	0.461673
2778.72	0.46477
2779.22	0.468087
2779.72	0.471465
2780.22	0.474957
2780.72	0.478553
2781.22	0.482097
2781.72	0.485562
2782.22	0.488914
2782.72	0.492335
2783.22	0.495794
2783.72	0.499127
2784.22	0.502345
2784.72	0.505664
2785.22	0.509391
2785.72	0.5137
2786.22	0.518407
2786.72	0.523215
2787.22	0.528125
2787.72	0.533181
2788.22	0.538369
2788.72	0.543679
2789.22	0.549052
2789.72	0.554682
2790.22	0.560509
2790.72	0.566374
2791.22	0.572264
2791.72	0.57789
2792.22	0.583514
2792.72	0.589357
2793.22	0.595504
2793.72	0.601938
2794.22	0.608231
2794.72	0.614074
2795.22	0.619241
2795.72	0.623416
2796.22	0.62623
2796.72	0.627751
2797.22	0.628156
2797.72	0.627537
2798.22	0.626311
2798.72	0.624789
2799.22	0.622992
2799.72	0.621183
2800.22	0.619389
2800.72	0.617441
2801.22	0.615431
2801.72	0.613749
2802.22	0.61226
2802.72	0.610271
2803.22	0.607321
2803.72	0.603266
2804.22	0.598232
2804.72	0.592747
2805.22	0.587025
2805.72	0.581095
2806.22	0.575159
2806.72	0.569282
2807.22	0.563388
2807.72	0.5572
2808.22	0.550899
2808.72	0.54477
2809.22	0.538872
2809.72	0.533367
2810.22	0.528085
2810.72	0.522893
2811.22	0.517907
2811.72	0.513117
2812.22	0.508342
2812.72	0.503671
2813.22	0.499155
2813.72	0.49479
2814.22	0.490728
2814.72	0.486698
2815.22	0.482656
2815.72	0.478671
2816.22	0.474683
2816.72	0.470974
2817.22	0.467638
2817.72	0.464597
2818.22	0.46177
2818.72	0.459178
2819.22	0.456639
2819.72	0.454093
2820.22	0.45163
2820.72	0.449218
2821.22	0.446851
2821.72	0.444556
2822.22	0.442464
2822.72	0.440626
2823.22	0.438933
2823.72	0.437398
2824.22	0.435936
2824.72	0.434584
2825.22	0.43356
2825.72	0.432794
2826.22	0.432057
2826.72	0.43121
2827.22	0.430153
2827.72	0.42901
2828.22	0.428129
2828.72	0.427557
2829.22	0.427108
2829.72	0.426616
2830.22	0.425885
2830.72	0.424914
2831.22	0.423815
2831.72	0.422686
2832.22	0.421693
2832.72	0.420806
2833.22	0.420114
2833.72	0.419563
2834.22	0.419004
2834.72	0.418477
2835.22	0.417841
2835.72	0.417068
2836.22	0.416099
2836.72	0.414923
2837.22	0.41369
2837.72	0.412283
2838.22	0.410707
2838.72	0.409186
2839.22	0.407681
2839.72	0.406367
2840.22	0.405198
2840.72	0.404007
2841.22	0.402922
2841.72	0.401924
2842.22	0.401091
2842.72	0.400411
2843.22	0.399698
2843.72	0.39894
2844.22	0.398158
2844.72	0.397377
2845.22	0.396617
2845.72	0.395836
2846.22	0.395118
2846.72	0.394475
2847.22	0.393673
2847.72	0.392694
2848.22	0.391509
2848.72	0.390195
2849.22	0.389215
2849.72	0.388491
2850.22	0.387808
2850.72	0.3872
2851.22	0.386534
2851.72	0.385847
2852.22	0.385193
2852.72	0.384511
2853.22	0.383842
2853.72	0.383242
2854.22	0.382681
2854.72	0.382107
2855.22	0.381461
2855.72	0.380631
2856.23	0.379643
2856.73	0.378767
2857.23	0.378184
2857.73	0.377828
2858.23	0.37749
2858.73	0.377066
2859.23	0.376372
2859.73	0.375567
2860.23	0.374907
2860.73	0.374199
2861.23	0.373378
2861.73	0.372646
2862.23	0.372085
2862.73	0.371673
2863.23	0.37138
2863.73	0.370905
2864.23	0.370247
2864.73	0.369533
2865.23	0.368772
2865.73	0.368121
2866.23	0.367529
2866.73	0.367022
2867.23	0.366568
2867.73	0.366162
2868.23	0.365703
2868.73	0.365296
2869.23	0.365074
2869.73	0.364837
2870.23	0.364474
2870.73	0.363925
2871.23	0.363354
2871.73	0.362864
2872.23	0.362456
2872.73	0.362075
2873.23	0.361761
2873.73	0.361345
2874.23	0.360803
2874.73	0.360164
2875.23	0.359337
2875.73	0.358683
2876.23	0.358177
2876.73	0.357629
2877.23	0.356995
2877.73	0.356201
2878.23	0.35539
2878.73	0.354741
2879.23	0.354233
2879.73	0.353915
2880.23	0.353668
2880.73	0.353339
2881.23	0.352978
2881.73	0.352512
2882.23	0.352128
2882.73	0.351844
2883.23	0.351554
2883.73	0.351264
2884.23	0.350916
2884.73	0.350699
2885.23	0.350518
2885.73	0.35028
2886.23	0.34993
2886.73	0.349363
2887.23	0.348813
2887.73	0.348354
2888.23	0.347914
2888.73	0.347477
2889.23	0.347033
2889.73	0.34654
2890.23	0.345955
2890.73	0.345274
2891.23	0.344565
2891.73	0.343983
2892.23	0.34375
2892.73	0.343642
2893.23	0.343417
2893.73	0.343148
2894.23	0.342887
2894.73	0.342646
2895.23	0.342446
2895.73	0.342149
2896.23	0.341672
2896.73	0.341192
2897.23	0.340687
2897.73	0.340165
2898.23	0.339817
2898.73	0.339599
2899.23	0.339475
2899.73	0.33944
2900.23	0.339245
2900.73	0.338997
2901.23	0.338853
2901.73	0.338836
2902.23	0.33879
2902.73	0.338581
2903.23	0.338175
2903.73	0.337638
