# lk ukf_rk0v uks_rk0v fh fse fl fd fk fh_1
# lRMS=0.004504811484 iRMS=0.0003877604031 0
3330.96 0.290939 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3335.96 0.284481 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3340.96 0.284350 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3345.96 0.299456 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3350.96 0.310036 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3355.96 0.296291 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3360.97 0.266961 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3365.97 0.238028 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3370.97 0.225910 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3375.97 0.239884 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3380.97 0.260227 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3385.97 0.268217 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3390.97 0.278142 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3395.97 0.303474 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3400.98 0.321411 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3405.98 0.310552 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3410.98 0.291371 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3415.98 0.288525 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3420.98 0.301521 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3425.98 0.319724 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3430.98 0.317068 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3435.98 0.277545 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3440.99 0.240805 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3445.99 0.245218 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3450.99 0.268386 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3455.99 0.280715 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3460.99 0.284583 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3465.99 0.288118 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3470.99 0.290452 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3475.99 0.288799 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
